exercise_id,exercise_name,description,type,difficulty,equipment
86,Cable Straight Back Seated Row,"Sit slightly forward on bench with feet on foot bar or vertical platform. Grasp close grip cable attachment. Straighten torso upright and slide hips back so knees are slightly bent. Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat. Begin with light weight and add additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person.",Compound,Medium,Cable
87,Dumbbell Bent-over Row,"Kneel over side of bench by placing knee and hand of supporting arm on bench. Position foot of opposite leg slightly back to side. Grasp dumbbell from floor. Pull dumbbell to up to side until it makes contact with ribs or until upper arm is just beyond horizontal. Return until arm is extended and shoulder is stretched downward. Repeat and continue with opposite arm. Allow scapula to articulate but do not rotate torso in effort to throw weight up. Torso should be close to horizontal. Positioning supporting knee and/or arm slightly forward or back will allow for proper levelling of torso. Torso may be positioned lower to allow for heavier dumbbell to make contact with floor, if desired.",Compound,Medium,Dumbbell
88,Dumbbell Lying Row,"Lie chest down on elevated bench. Grasp dumbbells below. Pull dumbbells up to sides. Arch thoracic spine, pull shoulder blades back, and continue to pull until upper arms are just beyond height of back. Return until arms are extended and shoulders are stretched downward. Repeat. Bench should be high enough to allow shoulders to stretch forward without dumbbells hitting floor and limiting range of motion.",Compound,Hard,Dumbbell
89,Lever Wide Grip Incline Row ,"Lie prone on inclined platform and place feet on foot rest. Grasp angled handles and lift lever out of support rack. Position lever directly under body with arms extended down. Pull lever up. As lever approaches, hyperextend thoracic spine and squeeze shoulders back. Lower lever until arms are extended and shoulders are pulled downward. Repeat.",Compound,Medium,Machine
90,Lever Isolateral Narrow Grip Seated Row,"Sit on seat and position chest against pad. Grasp lever handles with underhand grip. Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat. Seat or grip should be adjusted to allow wrists to follow elbows. When completing pull, chest slightly and pull shoulder blades together while keeping lower chest on pad. Let shoulders roll forward when arms extend.",Compound,Easy,Machine
91,Lever T-bar Row ,Bend knees slightly and bend over lever handles with back straight. Grasp lever handles with shoulder width to wide overhand grip. Pull lever up to torso. Return until arms are extended and shoulders are stretched downward. Repeat. Keep low back straight. Lighten load if torso raises beyond 45 degrees in order to complete repetition.,Compound,Hard,Machine
92,Smith Bent-over Row,Bend knees slightly and bend over bar with back straight. Grasp bar with wide overhand grip. Disengage bar by rotating bar back. Pull bar to upper waist. Return until arms are extended and shoulders are stretched downward. Repeat. Torso may be kept horizontal for strict execution. Platform (as shown) is only needed if smith machine does not allow bar to be lowered to lowest position. Knees are bent in effort to keep low back straight.,Compound,Medium,Smith machine
93,Inverted Row,"Lay on back under fixed horizontal bar. Grasp bar with wide overhand grip. Keeping body straight, pull body up to bar. Pull shoulders back at top of movement with chest high. Return until arms are extended and shoulders are stretched forward. Repeat. Fixed bar should be just high enough to allow arm to fully extend. Resistance can be reduced by using higher bar and positioning feet further back. Other easier variations include sitting and bending at hips or bending at knee with feet flat on floor. This movement can be made more challenging by positioning body in more horizontal position at height of movement.",Compound,Hard,Body weight
94,Suspended Inverted Row,"Position suspension handles higher than arms' length above floor. Sit on floor and grasp handles. Position body supine hanging from handles with arms straight, shoulders under handles, body straight, and back of heels on floor. Pull body up so sides of chest make contact with handles while keeping body straight. Pull shoulders back at top of movement with chest high. Return until arms are extended straight and shoulders are stretched forward. Repeat. Handles should be just high enough to allow arm to fully extend. Resistance can be reduced by raising handles and positioning feet further back. This movement can be made more challenging by positioning body in more horizontal position at height of movement.",Compound,Hard,Suspension trainer
95,Machine-assisted Chin-up,Step up and grasp bar with underhand shoulder width grip. Kneel onto platform or step onto bar. Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.,Compound,Easy,Machine
96,Machine-assisted Pull-up ,Step up and grasp bar with wide overhand grip. Kneel on padded platform and lower body down with arm extended. Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.,Compound,Easy,Machine
97,Cable Pulldown,Grasp cable bar with wide grip. Sit with thighs under supports. Pull down cable bar to upper chest. Return until arms and shoulders are fully extended. Repeat. Range of motion will be compromised if grip is too wide.,Compound,Medium,Cable
98,Cable Close Grip Pulldown,Grasp parallel cable attachment. Sit with thighs under supports. Pull down cable attachment to upper chest. Return until arms and shoulders are fully extended. Repeat. Exercise can be performed with V-Bar or Multi-exercise Bar.,Compound,Medium,Cable
99,Lever Isolateral Pulldown,Grasp handles to each side with overhand grip. Sit on seat and position thighs under leg pads. Pull levers down to sides of shoulders. Return until arms and shoulders are fully extended. Repeat.,Compound,Easy,Machine
100,Pull-up,"Step up and grasp bar with overhand wide grip. Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat. Range of motion will be compromised if grip is too wide. To decrease difficulty, have partner-assistance, use machine assistance or use band assistance.",Compound,Hard,Body weight
101,Chin-up,"Step up and grasp bar with underhand shoulder width grip. Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat. To decrease difficulty, have partner-assistance, use machine assistance or use band assistance.",Compound,Hard,Body weight
102,Suspended Pull-up,Grasp high suspension handles. Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat. Decrease difficulty by placing feet on bench or floor under bar for self assistance. Added weight can be placed on dip belt or dumbbell can be placed between ankles to increase intensity.,Compound,Hard,Suspension trainer
103,Barbell Shrug,"Stand holding barbell with overhand or mixed grip; shoulder width or slightly wider. Elevate shoulders as high as possible. Lower and repeat. Since this movement becomes more difficult as full shoulder elevation is achieved, height criteria for shoulder elevation may be needed. For example, raising shoulders until slope of shoulders becomes horizontal may be considered adequate depending upon individual body structure and range of motion with lighter weight.",Isolated,Easy,Barbell
104,Dumbbell Shrug,"Stand holding dumbbells to sides. Elevate shoulders as high as possible. Lower and repeat. Exercise may be performed standing perfectly upright or very slightly bent over. Since this movement becomes more difficult as full shoulder elevation is achieved, height criteria for shoulder elevation may be needed. For example, raising shoulders until slope of shoulders becomes horizontal may be considered adequate depending upon individual body structure and range of motion with lighter weight.",Isolated,Easy,Dumbbell
105,Lever Shrug,"Stand between lever handles to sides. Squat down with feet flat on floor and grasp upper handles to sides. Stand upright by extending hips and knees to full extension. Elevate shoulders as high as possible. Lower and repeat. Since this movement becomes more difficult as full shoulder elevation is achieved, height criteria for shoulder elevation may be needed. For example, raising shoulders until slope of shoulders becomes horizontal may be considered adequate depending upon individual body structure and range of motion with lighter weight.",Isolated,Easy,Machine
106,Smith Shrug,"Stand grasping smith bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back. Elevate shoulders as high as possible. Lower and repeat. Since this movement becomes more difficult as full shoulder elevation is achieved, height criteria for shoulder elevation may be needed. For example, raising shoulders until slope of shoulders becomes horizontal may be considered adequate depending upon individual body structure and range of motion with lighter weight.",Isolated,Easy,Smith machine
107,Cable Standing Shoulder External Rotation,Stand with side to elbow height cable pulley. Grasp stirrup attachment with far arm. Position elbow against side and forearm across belly. Pull cable attachment away from body as far as possible by externally rotating shoulder. Return and repeat. Turn around and continue with opposite arm.Maintain elbow against side and fixed elbow position (90° angle) throughout exercise.,Isolated,Easy,Cable
108,Cable Standing Shoulder Internal Rotation,Stand with side to elbow height cable pulley. Grasp cable stirrup with near arm. Position elbow against side with elbow bent approximately 90°. Pull cable stirrup toward body by internally rotating shoulder until forearm is across belly. Return and repeat. Continue with opposite arm. Maintain elbow against side and fixed elbow position throughout exercise.,Isolated,Easy,Cable
109,Crunch,Lie supine on mat with lower legs on bench. Place hands behind neck or head. Flex waist to raise upper torso from mat. Keep low back on mat and raise torso up as high as possible. Return until back of shoulders contact mat. Repeat. Movement can be made easier by placing arms further down away from head. Exercise can be made more challenging by placing hands further up on head or beyond head. Exercise can also be performed on incline board or with additional weight.,Isolated,Hard,Body weight
110,Lever Seated Crunch,"Sit on machine with back and hips against back supports. If available, place lower legs under pads or on platform. Grasp handles above and position back of arm against pads to each side. With hips stationary, flex waist so elbows travel downward. Return and repeat.",Isolated,Medium,Machine
111,Hanging Leg-Hip Raise ,"Stand beneath high bar and grasp with shoulder width stance. Raise legs by flexing hips and knees until hips are fully flexed. Continue to raise knees toward shoulders by flexing waist. Return until waist, hips, and knees are extended downward. Repeat. Rectus Abdominis and Obliques only dynamically contract if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique will only isometrically contract to stabilize pelvis and waist during hip flexion.",Compound,Hard,Body weight
112,Front Plank,"Lie prone on mat. Place forearms on mat, elbows under shoulders. Place legs together with forefeet on floor. Raise body upward by straightening body in straight line. Hold position. Movement can be made easier angling body up on elevated platform or bench. Exercise can also be performed on bent knees instead of forefeet. Exercise could be made more challenging with added weight (eg: sandbags, partner).",Isolated,Hard,Body weight
113,Sit-up,"Hook feet under foot brace or secure low overhang. Lie supine on floor or bench with hips bent. Place hands behind neck or on side of neck. Raise torso from bench by bending waist and hips. Return until back of shoulders contact incline board. Repeat. If upper back does not come completely down at end of movement, abdominal muscles may only be isometrically involved in exercise. Movement can be made easier by placing arms further down away from head. Exercise can be made more challenging by placing hands further up on head or beyond head. Exercise can also be performed on incline board or with additional weight.",Compound,Hard,Body weight
114,Abdominal Vacuum,"Sit, kneel, lie, or stand. Pull navel into spine and hold.",Isolated,Easy,Body weight
115,Cable Side Bend,"With side to low pulley, grasp stirrup attachment with near arm. Stand with arm straight. Pull stirrup by bending sideways through waist so torso moves away from pulley. Lower stirrup by leaning torso toward pulley. Repeat. Continue with opposite side.",Isolated,Easy,Cable
116,Dumbbell Side Bend,"Grasp dumbbell with arm straight to side. Bend waist to opposite side of dumbbell until slight stretch is felt. Lower to opposite side, same distance, and repeat. Continue with opposite side.",Isolated,Easy,Dumbbell
117,Hanging Twisting Leg Hip Raise,"Grasp and hang from high bar with shoulder width or slightly wider overhand grip. Raise legs to one side by flexing hips and knees until hips are completely flexed or knees are well above hips. Continue to raise knees toward shoulder by flexing waist toward one side. Return until waist, hips, and knees are extended downward. Raise legs to opposite side in same manner. Continue by bending legs and lifting knees high to each side until spine is full flexed to one side, alternating between sides. Obliques are largely exercised isometrically with relatively little movement. Obliques and Rectus Abdominis only contract dynamically if actual waist flexion occurs. With no waist flexion, Rectus Abdominis and External Oblique will only act to stabilize pelvis and waist during hip flexion.",Compound,Hard,Body weight
118,Barbell Bent Knee Good-morning,"Position barbell on back of shoulders and grasp bar to sides. Bend hips to lower torso forward until parallel to floor. Bend knees slightly during descent. Raise torso until hips are extended. Repeat. Target muscle is exercised isometrically. Begin with very light weight and add additional weight gradually to allow adequate adaptation. Throughout lift, keep back straight. Knees will have to bend more in those with less hamstring flexibility.",Compound,Hard,Barbell
119,Barbell Deadlift,"With feet flat beneath bar, squat down and grasp bar with shoulder width or slightly wider overhand or mixed grip. Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return and repeat. Throughout lift, keep hips low, shoulders high, arms and back straight. Knees should point same direction as feet throughout movement. Keep bar close to body to improve mechanical leverage. Grip strength and strength endurance often limit ability to perform multiple reps at heavy resistances. Gym chalk, wrist straps, grip work, and mixed grip can be used to enhance grip. On rep training, do not merely tap weight to ground, but instead, let barbell settle to ground each rep to sufficiently train range of motion through initial slack of heavy barbell. Heavy barbell deadlifts significantly engage latissimus dorsi.",Compound,Hard,Barbell
120,45° Hyperextension ,Position thighs prone on padding. Hook heels on platform lip or under padded brace. Clasp hands behind hips or low back. Raise upper body until hips and waist are extended. Lower body by bending hips and waist until mild stretch is felt or torso is approximately perpendicular to legs. Repeat. Movement will be least difficult when placing arms as low as possible on body. Exercise can be made more challenging by positioning arms on chest or by holding weights or plates.,Compound,Medium,Body weight
121,Barbell Squat,"From rack with barbell at upper chest height, position bar high on back of shoulders and grasp barbell to sides. Dismount bar from rack and stand with shoulder width stance. Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat. Keep head facing forward, back straight and feet flat on floor with equal distribution of weight throughout forefoot and heel. Knees should point same direction as feet throughout movement. At bottom of squat, crease at hips should be lower than top of knee cap.",Compound,Hard,Barbell
122,Cable Glute Kickback,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step far back with other foot. Arms remain extended to support body leaning forward. Leg with ankle cuff attached is flexed at hip and knee. Pull cable attachment back by extending hip and knee. Return leg to original position and repeat. Continue with opposite leg.",Compound,Easy,Cable
123,Lever 45° Leg Press,"Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides. Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. Knees should point same direction as feet throughout movement. Placing feet slightly high on platform emphasise Gluteus Maximus. Placing feet slightly lower on platform emphasise Quadriceps. Do not lock out knees at top!",Compound,Medium,Machine
124,Sled Hack Squat,"Lie supine on platform with shoulders against pad. Place feet high up on platform. Extend hips and knees. Release dock levers. Lower sled by flexing hips and knees until hips are completely flexed. Raise sled by extending knees and hips. Repeat. If available, re-engage support lever in extended position before dismounting. If insufficient hip flexibility forces pelvis to pull away from back pad at lower portions of movement, only lower sled just short of spinal articulation. Keep knees pointed same directions as feet. Do not allow heels to raise off of platform, pushing with both heel and forefoot. Placing feet slightly high on platform emphasise Gluteus Maximus. Placing feet slightly lower on platform emphasise Quadriceps.",Compound,Medium,Machine
125,Lunge,"Stand with hands on hips or in front of body. Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg. Keep torso upright during lunge; flexible hip flexors are important. Lead knee should point same direction as foot throughout lunge. A long lunge emphasises Gluteus Maximus; short lunge emphasises Quadriceps. For less intensity, perform split squat. Can be made more challenging with weights.",Compound,Medium,Body weight
126,Split Squat,"Stand with hands on hips. Position feet far apart; one foot forward and other foot behind. Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg. Knees should point same direction as feet throughout movement. Heel of rear foot can be kept elevated off floor throughout movement as shown. Keep torso upright during squat; flexible hip flexors are important. With feet further apart: Gluteus Maximus is emphasised, Quadriceps are less emphasised.",Compound,Easy,Body weight
127,Squat,"Stand with arms extended forward. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Squat up by extending knees and hips until legs are straight. Return and repeat. Keep head facing forward, back straight, chest high, and feet flat on surface with equal distribution of weight through forefoot and heel. Knees should point same direction as feet throughout movement. Arms positioned forward allows torso to be positioned more upright. Movement can be made easier by holding onto rails or back of chairs to each side. Alternatively, exercise can be performed by squatting down only part way. As strength increases, range of motion can be progressively increased. For greater intensity exercise, light weight can be introduced. Alternately slightly more challenging body weight exercises can be performed, such as the split squat or lunge.",Compound,Easy,Body weight
128,Step-up,"Stand facing step or side of bench. Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs. Keep torso upright during exercise. Lead knee should point same direction as foot throughout movement. Stepping distance from bench emphasises Gluteus Maximus; stepping close to bench emphasises Quadriceps. Using shorter bench or step will make this movement easier. For greater challenge, use taller bench or box. Barbells and Dumbbells can also provide additional resistance.",Compound,Easy,Body weight
129,Cable Hip Abduction,Stand in front of low pulley facing to one side. Attach cable cuff to far ankle. Step out away from stack and grasp ballet bar. Stand on near foot and allow far leg to cross in front. Move leg to opposite side of low pulley by abduction hip. Return and repeat. Turn around and continue with opposite leg.,Isolated,Hard,Cable
130,Side Bridge Hip Abduction,"Lie on side with legs straight, one leg on top of the other. Place forearm under shoulder perpendicular to body.Keep feet pointed forward. Keeping side of bottom foot on ground, raise hips up off ground while raising upper leg upward away from lower leg. Return to original position and repeat. Continue with opposite leg. Exercise can be performed on mat or towel or cushioning can be placed under forearm.",Isolated,Hard,Body weight
131,Lever Seated Hip Abduction,Stand near side of apparatus. Place one leg onto far padded lever and sit on seat. Lift other leg onto other padded lever. Lean back onto back pad. Grasp handles to sides. Move legs away from one another as far as possible. Return and repeat.,Isolated,Easy,Machine
132,Barbell Good-morning,"Position barbell on back of shoulders and grasp bar to sides. Keeping back straight, bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat. Begin with very light weight and add additional weight gradually to allow adequate adaptation. Throughout lift, keep back and knees straight. Do not lower weight beyond mild stretch through hamstrings. Full range of motion will vary from person to person depending on flexibility.",Isolated,Hard,Barbell
133,Barbell Straight Leg Deadlift,"Stand with shoulder width or narrower stance on shallow platform with feet flat beneath bar. Bend knees and bend over with lower back straight. Grasp barbell with shoulder width overhand or mixed grip, shoulder width or slightly wider. Lift weight to standing position. With knees straight, lower bar toward top of feet by bending hips. After hips can no longer flex, bend waist as bar approaches top of feet. Lift bar by extending waist and hip until standing upright. Pull shoulders back slightly if rounded. Repeat.",Compound,Hard,Barbell
134,Lever Seated Leg Curl,Sit on apparatus with back against padded back support. Place back of lower legs on top of far padded lever. Secure lap pad on thighs just above knees. Grasp handles on lap support. Pull far padded lever toward back of thighs by flexing knees. Return lever until knees are straight. Repeat.,Isolated,Easy,Machine
135,Lever Lying Leg Curl,"Facing bench, stand between bench and lever pads. Lie prone on bench with knees just beyond edge of bench and lower legs under lever pads. Grasp handles. Raise lever pad to back of thighs by flexing knees. Lower lever pads until knees are straight. Repeat. Keep torso on bench to reduce hyperextension of lower back.",Isolated,Medium,Machine
136,Dumbbell Standing Calf Raise,"Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance. Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat. Exercise step that will not overturn can be used as calf block. Keep knees straight throughout exercise or bend knees slightly only during stretch. If holding heavy dumbbell becomes too difficult, try single leg calf raise.",Isolated,Easy,Dumbbell
137,Lever Calf Extension ,Sit on seat and position forefeet on lever platform. Grasp handles to sides and straighten knees. Push lever by extending ankle as far as possible. Return by bending ankles until calves are stretched. Repeat. Position seat to allow full range of motion. Reposition stance if feet slip. Keep knees straight throughout exercise or bend knees slightly only during stretch.,Isolated,Easy,Machine
138,Lever Seated Calf Press,Place seat away from platform. Sit on seat with lower back against back of seat. Place toes and balls of feet on lower portion of platform with heels and arches extending off. Grasp handles to sides and straighten knees. Push lever by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat. Position seat back yet not so far that weight bottoms out (weight stack hits bottom) during stretch. Reposition stance if feet slip. Keep knees straight throughout exercise or bend knees slightly only during stretch.,Isolated,Easy,Machine
139,Smith Standing Leg Calf Raise,Position bar on upper chest height and place calf block under bar. Position back of shoulders under bar and grasp bar to sides. Position toes and balls of feet on calf block with arches and heels extending off. Disengage bar by rotating bar back. Stand erect by extending knees and hips. Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat. Keep knees straight throughout exercise or bend knees slightly only during stretch. Quadriceps serve as synergist muscle if knees are bent slightly during stretch.,Isolated,Medium,Smith machine
140,Smith Reverse Calf Raise,"Position bar upper chest height and place calf block under bar. Position back of shoulders under bar and grasp bar to sides. Position heels on forward edge of calf block. Disengage bar by rotating bar back. Stand erect with knees and hips straight. Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat. Throughout exercise, keep knees and hips straight. The exercise can be made more difficult by positioning heels closer to edge of platform.",Isolated,Easy,Smith machine
141,Reverse Calf Raise,Position heels on forward edge of calf block or platform. Grasp support with other hand for balance. Pull forefoot of both feet up toward body as far as possible. Return by extending feet until toes are pointed downward. Repeat. Keep knees and hips straight throughout exercise. Resistance can be reduced positioning heels further onto calf block or platform. The exercise can be made more difficult by positioning heels closer to edge of platform or using only one foot. Dumbbell can also be held in one hand.,Isolated,Easy,Body weight
142,Standing Calf Raise,Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance. Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat. Exercise step that will not overturn can be used as calf block. Keep knees straight throughout exercise or bend knees slightly only during stretch. Resistance can be reduced by assisting raise by pulling/pushing on support. Hold dumbbell in one hand to make exercise more difficult.,Isolated,Easy,Body weight
143,Barbell Hip Thrust,"Sit on floor with long side of bench behind back. Roll barbell back and center over hips. Position upper back on corner of bench. Place feet on floor approximately shoulder width with knees bent. Grasp bar to each side. Raise bar upward by extending hips until straight. Lower and repeat. Use bench of lower height 16"" to 18"" (40 to 46 cm) allowing torso to be angled approximately 45º. Bench may need to be secured so it does not slide on floor. Bar should be positioned across upper hip flexors and lower abdomen. Thick bar padding or balance foam pad may need to be used if pelvis and hip flexor muscles do not offer enough natural padding. Find comfortable contact hinge position on bench and avoid sliding. Keep bar from rolling back near top of movement with hands on bar. Movement should occur through hip with torso rigid. Avoid chest arching upward and anterior pelvic tilt, both producing spinal hyperextension.",Isolated,Medium,Barbell
144,Barbell Preacher Curl,Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width underhand grip. Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat. Seat should be adjusted to allow armpit to rest near top of pad. Back of upper arm should remain on pad throughout movement. The long head (lateral head) of Biceps Brachii is activated significantly more than short head (medial head) of Biceps Brachii since short head enters into active insufficiency as it continues to contract.,Isolated,Medium,Barbell
145,Dumbbell Preacher Curl,"Grasp dumbbell and sit on preacher bench. With arm bent and palm facing shoulder, place back of arm down on pad. Lower dumbbell until arm is fully extended. Raise dumbbell until forearm is vertical. Repeat. Continue with opposite arm. Seat should be adjusted to allow armpit to rest near top of pad. Back of upper arm should remain on pad throughout movement. Long head (lateral head) of Biceps Brachii is activated significantly more than short head (medial head) of Biceps Brachii since short head enters into active insufficiency as it continues to contract.",Isolated,Easy,Dumbbell
